岸波,甲Ｓ E-2-I（輸送）,1.30
岸波,甲Ｓ E-2-O（戦力）,3.78
岸波,丙Ｓ E-2-O（戦力）,1.20
岸波,甲Ｓ E-3-Q（戦力３）,5.90
岸波,甲Ａ E-3-Q（戦力３）,2.52
岸波,丙Ｓ E-3-Q（戦力３）,4.77
岸波,丙Ａ E-3-Q（戦力３）,2.67

Gotland,甲Ｓ E-4-L（輸送）,1.35
Gotland,丙Ｓ E-4-L（輸送）,0.64
Gotland,甲Ｓ E-4-U（戦力）,3.85
Gotland,甲Ａ E-4-U（戦力）,0.48
Gotland,丙Ｓ E-4-U（戦力）,2.40
Gotland,甲Ｓ E-5-J（戦力１）,1.39
Gotland,丙Ｓ E-5-J（戦力１）,0.83
Gotland,甲Ｓ E-5-Z2（戦力３）,2.79
Gotland,甲Ａ E-5-Z2（戦力３）,1.45
Gotland,丙Ｓ E-5-Z2（戦力３）,1.50
Gotland,丙Ａ E-5-Z2（戦力３）,0.78

Pola,甲Ｓ E-2-I（輸送）,1.59
Pola,丙Ｓ E-2-I（輸送）,1.52
Pola,甲Ｓ E-2-O（戦力）,1.82
Pola,丙Ｓ E-2-O（戦力）,3.37

日振,甲Ｓ E-2-M,1.38
日振,丙Ｓ E-2-M,1.09
日振,甲Ｓ E-2-O（戦力）,1.78

大東,甲Ｓ E-2-I（輸送）,1.59
大東,甲Ｓ E-2-M,2.06
大東,丙Ｓ E-2-M,0.94
大東,甲Ｓ E-2-O（戦力）,2.03
大東,丙Ｓ E-2-O（戦力）,2.00

伊26,甲Ｓ E-1-I（ボス）,4.04
伊26,丙Ｓ E-1-I（ボス）,3.82

伊13,甲Ｓ E-1-I（ボス）,1.20
伊13,丙Ｓ E-1-I（ボス）,0.42

伊400,甲Ｓ E-1-I（ボス）,1.22


Prinz,甲Ｓ E-5-J（戦力１）,0.75
Prinz,丙Ｓ E-5-J（戦力１）,1.30
Prinz,甲Ｓ E-5-Z2（戦力３）,1.35
Prinz,甲Ａ E-5-Z2（戦力３）,0.67
Prinz,丙Ｓ E-5-Z2（戦力３）,1.89
Prinz,丙Ａ E-5-Z2（戦力３）,0.81

Bismarck,甲Ｓ E-5-J（戦力１）,3.08
Bismarck,丙Ｓ E-5-J（戦力１）,2.76
Bismarck,甲Ｓ E-5-Z2（戦力３）,2.41
Bismarck,甲Ａ E-5-Z2（戦力３）,2.57
Bismarck,丙Ｓ E-5-Z2（戦力３）,3.19
Bismarck,丙Ａ E-5-Z2（戦力３）,1.70

Warspite,甲Ｓ E-5-Z2（戦力３）,0.89
Warspite,丙Ｓ E-5-Z2（戦力３）,1.19

Graf,甲Ｓ E-5-Z2（戦力３）,0.96
Graf,甲Ａ E-5-Z2（戦力３）,0.70
Graf,丙Ｓ E-5-Z2（戦力３）,1.68

Ark,甲Ｓ E-5-Z2（戦力３）,1.21
Ark,丙Ｓ E-5-Z2（戦力３）,1.42

初月,甲Ｓ E-5-Z2（戦力３）,0.89
初月,丙Ｓ E-5-Z2（戦力３）,1.49
