御蔵,甲S E-1-N（ボス）,3.65
御蔵,甲A E-1-N（ボス）,1.85
御蔵,丙S E-1-N（ボス）,1.98
御蔵,丙A E-1-N（ボス）,1.82

Grecale,甲S E-2-V（戦力2）,5.03
Grecale,甲A E-2-V（戦力2）,2.56
Grecale,丙S E-2-V（戦力2）,4.10
Grecale,丙A E-2-V（戦力2）,1.27

Richelieu,甲S E-1-N（ボス）,2.35
Richelieu,甲A E-1-N（ボス）,1.23
Richelieu,丙S E-1-N（ボス）,2.35
Richelieu,丙A E-1-N（ボス）,1.65

Ark_Royal,甲S E-2-V（戦力1）,1.27
Ark_Royal,丙S E-2-V（戦力1）,1.06
Ark_Royal,甲S E-2-V（戦力2）,2.60
Ark_Royal,甲A E-2-V（戦力2）,0.82
Ark_Royal,丙S E-2-V（戦力2）,3.49

Pola,Pola E-2-V（戦力2）,2.52
Pola,Zala E-2-V（戦力2）,4.53
